code,name,ROA_now,CFO,CFO-NI,NCL_chg,CR_chg,CE_chg,ROA_chg,MR_chg,ATO_chg,return,annual_return
1101,台泥,0,3151747,0.467161253,0.096463105,23.74,0.099742753,0,1.45,0.01,-2.4001,-7.028868173
1102,亞泥,0.03,12191225,0.126091571,0.045868918,15.04,0,0.01,-1.03,0,-0.5998,-1.788628777
1103,嘉泥,0,-318007,-6.289801554,0.008452806,31.1,0,0.01,2.36,0.01,-1.6294,-4.808984266
1104,環泥,0.05,579039,-0.539735481,0.019525936,4.99,0,0.02,0.06,0.01,3.2333,10.01690703
1108,幸福,0.04,584282,0.797022197,0.166604275,-4.63,0,0.01,0.48,0,-3.8358,-11.0716429
1109,信大,0.03,1506449,3.078041716,0.283744376,90.32,-0.002336545,0.02,-1.32,0.02,0.6327,1.910134606
1110,東泥,0.01,-36867,-1.560518754,0.01311424,-0.05,0,0.01,1.96,0.01,2.2016,6.751278402
1201,味全,0.03,997919,1.081222223,0.089534974,7.52,0,0.01,-0.03,0.09,2.2577,6.927167076
1203,味王,0.07,61453,-0.905381228,0.017802947,26.31,0,0.03,-0.89,0,2.3096,7.090059564
1210,大成,0.01,2746589,3.909251938,-0.01900659,0,0,0,-0.17,0.09,5.4185,17.15221306
1213,大飲,-0.06,7463,-1.121940459,-0.027416148,-8.89,0,-0.02,2.05,0.01,0.4282,1.290108508
1215,卜蜂,0.05,1590758,0.36135941,0.029857299,4.06,0.1,0.02,-0.36,0.01,2.5041,7.701985704
1216,統一,0.04,44183117,1.025898538,0.043244176,3.67,0,0.01,-0.13,0.03,-0.2768,-0.828103574
1217,愛之味,0.01,-197471,-2.490482157,-0.031020186,7.67,0,0.01,-0.27,0.05,-0.8186,-2.435751676
1218,泰山,0.04,-179693,-1.409761226,-0.234800054,-12.04,0,0.01,-0.15,0.03,1.3908,4.230698765
1219,福壽,0.03,-818741,-3.898588129,0.088588683,4.03,0,0,-2.02,-0.02,3.5924,11.16899625
1220,台榮,0.02,-239773,-5.117476345,0.005519726,-14.32,0,0,-1.98,0.03,0.92,2.785469869
1225,福懋油,0.04,-175466,-1.524257979,-0.098507897,-1.58,0,0,-2.62,0.08,3.6407,11.32456653
1227,佳格,0.04,2918891,1.662956877,-0.063998566,28.18,0,0.02,0.33,0.09,3.6668,11.40869283
1229,聯華,0.06,3351071,-0.206602227,-0.092706117,-5.19,0.049999996,0.01,-6.53,-0.01,2.1025,6.441044599
1231,聯華食,0.06,466693,-0.274450544,0.192720159,2.6,0.11137308,0.02,-0.35,0.03,4.8744,15.34757473
1232,大統益,0.13,267774,-0.686762745,0.756887759,111.89,0,0.01,-2.87,0.18,1.7718,5.410134474
1233,天仁,0.01,147538,4.247288118,0.003433634,1.59,0,0,0.24,0.02,0.2844,0.855628801
1234,黑松,0.03,151446,-0.781131901,0.006767746,31.59,0,0.02,3.25,0.05,1.0096,3.059481673
1235,興泰,0.04,737,-0.995898309,0.039960966,147.64,0.280001111,0.03,77.86,0.01,1.738,5.305144308
1236,宏亞,-0.01,92466,-2.731054366,0.118712501,20.26,0,0,0.75,0.03,2.6055,8.021927685
1301,台塑,0.08,51851901,0.197875935,0.040705368,9.14,0,0.01,-4.93,-0.03,-1.0617,-3.151403469
1303,南亞,0.05,57175436,0.550957805,0.060995582,7.22,0,0.01,-2.3,-0.03,-2.5534,-7.466269232
1304,台聚,0,7281478,47.52571741,0.164225847,54.57,0,-0.01,-1.78,0,-0.0519,-0.155619206
1305,華夏,-0.02,775478,-3.124411011,0.435069411,29.69,0,-0.05,-6.91,-0.07,-1.4274,-4.221366706
1307,三芳,0.03,907125,0.672101322,0.035483663,20.39,0,0.02,0.21,0.02,-0.0151,-0.04529316
1308,亞聚,0.08,2550117,1.102015617,-0.124433635,147.35,0,0.03,2.43,0.07,-1.7293,-5.098702789
1309,台達化,0.05,776945,0.644046206,1.056779155,126.91,0.049999987,0.01,-1.49,0.02,4.2575,13.32400646
1310,台苯,-0.03,49679,-1.183637862,0.012031458,32.06,0,-0.02,-1.9,0.01,1.8182,5.554376607
1312,國喬,0,693655,-6.892163941,0.349099531,76.39,0,-0.01,-4,-0.03,2.2744,6.979563384
1313,聯成,-0.02,336180,-1.411062921,0.077700661,71.81,0.0000666,-0.02,-1.21,-0.03,1.7509,5.345206289
