code,公司,ROA_now,CFO,CFO-NI,NCL_chg,CR_chg,CE_chg,ROA_chg,MR_chg,ATO_chg
2340,台亞,0.009713392,317288,1.614888865,0.465589913,0.15,0,-0.003284722,-0.12,-0.01
2342,茂矽,-0.052344653,-60643,-0.660949005,-0.093232802,-34.55,0.006403824,-0.037253701,-3.03,-0.01
2344,華邦電,-0.002125318,3601473,-9.881889589,0.009581906,-12.67,0.050251254,-0.00491707,-0.48,0
2345,智邦,0.157322869,18371245,1.064037798,-0.05414242,-6.98,0.000352579,0.026351157,0.43,-0.07
2347,聯強,0.036732525,16111568,1.047320393,0.400038635,12.58,0,0.010851863,-0.03,0.09
2348,海悅,0.046054887,2254576,0.624108463,-0.005054716,23.64,0,0.025097418,-7.69,0.1
2349,錸德,-0.023639472,1057890,-3.371562502,0.013549357,12.11,0,-0.009188063,-1.22,0.01
2351,順德,0.062970018,1726156,1.257011991,-0.051091876,9.5,0,0.010988838,-0.54,0
2352,佳世達,0.02142668,13611010,2.371320833,0.007301357,1.45,0,0.002011836,-0.01,0
2353,宏碁,0.023803188,12683540,1.552774653,0.024407989,4.42,0,0.013018307,0.08,0.04
2354,鴻準,0.029638865,-3545781,-1.89216043,-0.109891497,42.15,0,0.007206766,0.87,-0.05
2355,敬鵬,0.032494544,2395336,2.241425973,-0.132466692,-25.79,0,0.008121751,0.92,0
2356,英業達,0.025280269,11358842,0.874432868,-0.008338635,1.11,0,0.009913593,0.2,0.05
2357,華碩,0.035534338,52087108,2.053280982,0.017252036,4.18,0,0.012257226,0.76,0
2358,廷鑫,#DIV/0!,,#DIV/0!,-1,-281.94,-1,#DIV/0!,11.34,-0.27
2359,所羅門,0.033663489,-105193,-1.349218522,2.916616263,-4.54,0,-0.002247382,0.21,-0.01
2360,致茂,0.124455655,3408410,-0.182040755,0.172032259,19.46,0,0.028692241,-2.31,0.02
2362,藍天,0.011208385,505514,-0.522358304,0.004385783,4.72,0,0.004045734,-0.25,0.01
2363,矽統,0.029143131,-282112,-1.504782797,-0.056844548,-504.64,0,-0.010129339,3.22,0
2364,倫飛,0.065938219,179527,1.083163147,3.667565982,1.31,0.249998992,0.007777569,0.9,0
2365,昆盈,0.019126552,174652,1.568147397,-0.056735082,10.2,0,0.001133903,-1.24,0
2367,燿華,-0.02516538,1292263,-3.396083609,-0.072686569,-2.83,0,-0.011338639,0.41,0.01
2368,金像電,0.112780266,5317090,0.424283993,0.888883637,50.31,0,0.021884688,0.82,0
2369,菱生,-0.020156358,736815,-5.601326414,-0.07642517,25.31,0,-0.007054822,0.35,0.03
2371,大同,0.015570082,3875926,0.813358947,0.03716815,-13.93,0,0.001446351,-2.9,0.01
2373,震旦行,0.064195548,1712223,0.486773176,0.008408652,3.64,0,0.017061193,0.21,0
2374,佳能,0.027446592,820946,2.300471182,-0.105049627,-4.51,-4.17324E-05,0.005394585,1.23,0.01
2375,凱美,0.026222047,1272277,2.407933506,0.028919905,-16.2,0,-0.000378887,-0.7,0
2376,技嘉,0.058071949,2264857,-0.525250412,-0.008103912,23.32,0,0.019394966,-0.55,0.27
2377,微星,0.090403924,4961653,-0.393715783,-0.143551051,20.66,0,0.016679361,-0.63,0.14
2379,瑞昱,0.0933761,17896286,1.042930769,0.024394171,14.06,0,0.032690813,0.6,0.07
2380,虹光,-0.165077267,203415,-1.495870488,-0.07751679,-0.68,0,0.006595911,-1.95,0.09
2382,廣達,0.059200941,124332934,2.043217068,0.331601324,4.44,0,0.018523511,0.09,0.06
2383,台光電,0.10196485,2889727,-0.469544966,-0.044652607,5.43,0.0045906,0.03534222,0.41,0.05
2385,群光,0.093483313,18789276,1.212759814,-0.073624761,3.64,0,0.03319479,0.5,-0.01
2387,精元,0.062846495,4210927,2.418875998,-0.465234633,10.12,0,0.016047293,0.43,0.04
2388,威盛,0.014208793,2037486,5.110594269,0.066769167,27,0.001483798,0.00573449,-1.3,0.07
2390,云辰,-0.023717179,-11946,-0.834865429,-0.165182744,-48.63,0,-0.016016017,0.13,0.01
2392,正崴,0.021675513,2525347,0.101599783,0.170740107,7.29,0,0.007528122,-0.36,0.07
2393,億光,0.057187103,2957707,0.980024408,0.230116409,17.92,0,0.004569054,-0.13,0
2395,研華,0.154730116,9664660,-0.095499942,-0.0572396,9.56,0.001223254,0.028123047,0.18,-0.04
2397,友通,0.045441546,1573894,2.805435805,-0.222119225,25.47,0,0.016696991,6.28,-0.4
2399,映泰,-0.024045679,28988,-1.432211603,-0.158042052,-55.42,0,-0.026434573,-2.35,0
2401,凌陽,-0.023852197,1099563,-4.303161481,-0.036160298,-7.81,0,-0.015616764,-1.17,0
2402,毅嘉,0.050883687,1060337,1.059794708,0.642319508,9.62,0,0.013565092,0.47,0.03
2404,漢唐,0.102975894,4390721,-0.08234449,0.196851108,4.58,0,0.023002416,-0.03,0.04
2405,輔信,-0.000781764,265269,-76.63986313,-0.107202632,117.86,0,6.88732E-05,1.01,0.01
2406,國碩,-0.070628037,360320,-1.342199184,0.178701578,-63.47,0,-0.025290799,0.02,0.02
2408,南亞科,-0.039165514,-6095024,-0.190945313,-0.029268476,-114.48,1.67846E-05,-0.013114198,0.55,0.01
2409,友達,-0.049120833,9993563,-1.530545218,0.026700888,5.69,0,-0.007332219,0.52,0.01
2412,中華電,0.072697331,74559793,0.957515315,0.008675392,3.42,0,0.015018222,-1.2,0.01
2413,環科,0.019218566,346950,2.722999002,0.347040216,24.34,0,-0.008121064,0.12,-0.01
2414,精技,0.049438977,1772305,3.392460247,-0.056981466,17.4,0,0.015493122,0.19,0.1
2415,錩新,0.001274501,-448434,-42.7186715,-0.078589205,3.29,0,0.00625448,3.13,0.02
2417,圓剛,-0.003269934,463474,-25.0703194,-0.08257546,18.28,0,0.000775126,1.1,0
2419,仲琦,0.014986639,501425,2.183852943,1.222201136,51.16,0,0.004889733,1.48,-0.01
2420,新巨,0.09965711,848184,0.581928154,-0.010605104,1.95,0,0.017599193,0.02,-0.01
2421,建準,0.105341208,2174842,0.636633453,-0.181006797,10.79,0.086058366,0.021809727,0,0.02
2423,固緯,0.117258189,548138,0.231535549,-0.012918453,31.39,0,0.04319786,0.55,0.03
2424,隴華,-0.298963991,-121712,-0.388203597,-0.064555031,8.31,0.044096031,-0.05694216,19.92,0.04
2425,承啟,0.063157532,97223,-0.579536215,0.431679357,53.53,0,0.008509402,0.79,0.16
2426,鼎元,-0.018029638,156560,-2.622904767,0.020225616,-10.85,0,-0.005114878,1.19,0
2427,三商電,0.03993113,-302101,-2.127890654,0.475585462,49.45,0.067818864,0.013952296,-0.32,0.03
2428,興勤,0.099703081,2128623,0.564094406,-0.049769465,-36.63,0,0.025091273,1.03,0
2429,銘旺科,-0.223811411,-1456,-0.985914948,-0.679576222,84.78,0,-0.162798839,-3.15,0.15
2430,燦坤,0.018436897,1056414,3.046106,0.029364814,0.41,0,0.004374338,0.49,-0.01
2431,聯昌,-0.06170472,-61398,-0.357754788,0.760940746,59.59,0,-0.028819505,-3.52,-0.01
2433,互盛電,0.065212752,1417197,1.827985784,0.023902815,14.32,0,0.011984108,-0.09,0
2434,統懋,-0.084776864,-18887,-0.657328955,-0.026083293,7.32,0,-0.020465972,6.48,0
2436,偉詮電,0.016513604,813228,7.415286071,-0.010265659,18.15,8.98826E-06,-0.00215637,1.64,0.02
2438,翔耀,-0.049365375,-101897,0.510032602,16.35700868,-569.73,0,-0.012933431,-7.97,-0.05
2439,美律,0.04347308,2223340,0.568262598,-0.079810932,1,-0.000123551,0.018173106,0.03,0.12
2440,太空梭,-0.063502415,-221633,0.608495598,-0.104647497,-13.21,0,-0.025455032,0.34,0.08
2441,超豐,0.08175589,4520999,1.255926737,-0.267451162,33.05,0,0.016410947,0.78,-0.01
2442,新美齊,0.023658395,671571,0.698996901,1.324404566,11.6,0,0.013557719,3.06,0.05
2443,昶虹,#DIV/0!,,#DIV/0!,-1,-1064.17,-1,#DIV/0!,-48.25,-0.02
2444,兆勁,-0.010101937,388513,-19.67222569,0.114149842,11.83,0,-0.013882564,1.28,0.01
2449,京元電子,0.080337667,14260331,1.401595963,-0.043577512,13.2,0,0.020507569,-0.11,0.01
2450,神腦,0.06985371,1145512,0.667674103,-0.090066081,41.63,0,0.019538063,-0.18,0.25
2451,創見,0.087335747,1313881,-0.325055698,-0.161352053,-124.49,0,0.018383605,3.53,-0.01
2453,凌群,0.05657712,653607,1.383791413,-0.106068618,2.61,0,0.017698839,-0.81,0.15
2454,聯發科,0.119543917,166091322,1.187859396,0.000780761,-11.95,0.000087777,0.039444758,0.21,0.04
2455,全新,0.098353322,572163,0.270818156,-0.001194321,31.94,0,0.039335564,1.5,0.07
2457,飛宏,0.01701834,2225917,7.395853214,-0.528191708,51.66,0.14925039,0.00113085,0.29,0.02
2458,義隆,0.145542385,4207658,1.062150869,-0.023335613,36.35,0,0.037563729,0.64,0
2459,敦吉,0.059321722,898000,0.506605239,0.442781876,27.91,0,0.016790838,1.25,0.01
2460,建通,-0.030980961,109266,-1.659910495,-0.094964503,-16.95,0,-0.007481357,0.77,0.01
2461,光群雷,-0.003632032,189455,-7.52842867,0.378667442,3.92,0.00093501,-0.009079004,-0.66,0
2462,良得電,0.04890047,270983,0.015351124,-0.183892116,-6.38,0,0.002297442,-0.01,0.02
2464,盟立,-0.007669296,-662391,6.174401854,-0.166806286,7.18,0,-0.010346053,0.3,-0.02
2465,麗臺,-0.061355953,-52294,-0.673197223,-0.125851636,45,0.424116988,0.001430984,2.68,0.36
2466,冠西電,-0.046744602,161176,-1.794831837,0.022523994,-5.69,0,-0.032418391,-4.8,-0.03
2467,志聖,0.067683354,988088,0.823871764,0.013369734,-32.26,0,0.018524964,0.79,0.01
2468,華經,0.038604134,300660,2.858226289,0.027710843,16.49,0,0.01304601,0.04,0.03
2471,資通,0.076217766,128796,0.157841745,-0.019312113,3.78,0,0.026437734,2.89,0.04
2472,立隆電,0.084538256,1261288,0.009666894,0.510707315,10.65,0,0.023041462,0.7,0.01
2474,可成,0.035529151,9180532,0.007857761,-0.103872086,-11.05,0,-0.001892621,-0.57,-0.01
2476,鉅祥,0.071990207,634299,-0.102891176,0.042848794,-49.98,0,0.011794035,0.65,-0.01
2477,美隆電,0.000571449,173692,38.23469618,-0.097375792,-4.85,0,2.19618E-05,0.78,0.01
2478,大毅,0.039915643,1303177,2.42466369,0.251094193,-14.29,0,0.003330438,0.39,-0.01
2480,敦陽科,0.117452049,1179792,0.506329615,-0.261682326,-4.35,0,0.021961689,-0.17,-0.02
2481,強茂,0.030031725,2045392,1.374519383,0.162308289,22.63,0,0.004050403,0.07,-0.01
2482,連宇,0.108695842,290029,0.553033467,-0.142265982,13.02,0,0.000594569,-0.01,-0.09
2483,百容,0.007514984,185098,4.840159021,-0.062913974,-5.95,0,-0.004025217,-0.38,0
2484,希華,0.049388921,460657,0.768282337,-0.20159771,-26.61,0,0.000174218,-1.13,-0.01
2485,兆赫,-0.00058672,1353566,-267.6074453,-0.121475151,10.05,0,-0.002647689,0.69,-0.01
2486,一詮,0.01659401,844758,5.528924853,-0.502122326,-46.85,0,0.002841048,-0.14,0.04
2488,漢平,0.099276782,635230,0.851172956,-0.004163068,113.61,0,0.026002961,-1.03,0.04
2489,瑞軒,0.016368586,1479164,3.43990731,-0.186602718,7.7,0,-0.003298096,0.07,0.04
2491,吉祥全,-0.029166882,-39388,-0.068379101,0.089213301,124.12,0,-0.01821278,4.81,0.01
2492,華新科,0.026348041,8493717,2.413332856,-0.058151709,-21.24,0,-0.00128239,1.04,0
2493,揚博,0.136577985,813714,0.195493726,1.440567368,-24.46,0,0.016556293,-0.38,-0.02
2495,普安,0.050399186,248721,-0.255582659,-0.007624925,-3.98,0,0.003973297,-0.13,0.01
2496,卓越,0.075671721,233044,1.255490065,-0.185942969,13.09,0,0.022784134,-0.25,0
2497,怡利電,0.052077226,469883,1.055202488,-0.086844189,-12.76,0,0.007298934,1.46,0.02
2498,宏達電,-0.070524697,-4049032,0.259517306,0.06243472,-3.64,0.000475565,-0.018350789,0.08,0.01
2501,國建,0.028294822,-1961149,-1.845034732,-0.180658437,-25.42,0,0.01763096,2.31,0.03
2504,國產,0.074988522,3784333,0.244551619,-0.009051914,-0.47,0,0.018048582,0.46,0
2505,國揚,0.016414898,-608641,-2.998985138,0.210163482,0.25,0,0.006322087,4.84,0.01
2506,太設,0.008065659,356872,2.310285974,0.030115757,-2.6,0,0.0017109,-15.65,0.04
2509,全坤建,-0.024114469,-1169572,4.027022613,-0.064095667,-12.37,0,-0.007327257,5.34,0
2511,太子,0.012265915,1685297,1.970686169,0.196668977,177.32,0,0.004497079,1.31,0
2514,龍邦,0.002586387,2084031,18.73944136,0.180226798,-6.36,0,0.000387907,-2.2,0.04
2515,中工,0.011236499,-6051185,-10.60815152,0.249995464,11.54,0,0.003185174,0.34,-0.01
2516,新建,0.021289265,679864,3.745532723,-0.040325944,-0.08,0,-0.002721838,-0.54,0.05
2520,冠德,0.052956012,1909300,-0.373669996,-0.061079807,4.12,0,0.019903553,1.55,0.01
2524,京城,0.011937638,-1381764,-4.125872939,0.029671948,-2.48,0,0.004934216,1.76,0
2527,宏璟,0.017983978,-2801300,-6.564096453,0.081334176,-1.34,0,-0.004312852,0.4,-0.03
2528,皇普,0.011178818,-1805147,-8.534599989,-0.650499049,-36.75,0,-0.002505086,0,-0.03
2530,華建,0.02122406,-2121549,-5.212740988,0.181544305,6.89,0,0.023517068,-11.97,0.09
2534,宏盛,0.016056376,-143793,-1.277332464,0.258795557,-6.01,0,0.00367191,1.77,-0.01
2535,達欣工,0.039481213,-3986764,-5.215675161,-0.089318239,-7.3,0,0.009122273,-0.26,0.02
2536,宏普,0.005251692,351376,0.597563027,0.000130763,2.69,0,0.012709765,-28.82,0.07
2537,聯上發,-0.003833643,-351720,4.817496154,-0.001253598,-1.51,0,-0.0001046,0.4,0.01
2538,基泰,-0.016901314,-1164612,2.521848785,0.028365464,-1.02,0,-0.008404463,0.54,0
2539,櫻花建,0.075736027,410886,-0.785392285,0.565877283,17.28,0,0.030803774,4.99,0.03
2540,愛山林,0.042079054,-3327332,-3.22367824,0.023473585,1.83,0,0.020589072,3.03,0.02
2542,興富發,0.038318774,17177102,0.975841663,-0.173648447,-0.99,0.098833592,0.004688151,-0.55,-0.03
2543,皇昌,0.039385703,3782320,5.530327542,0.090185823,-3.42,0,0.01727056,1.18,0.05
2545,皇翔,0.009467587,-852752,-2.67321431,-0.001115085,0.77,0,0.013690138,5.72,0.04
2546,根基,0.077640378,1215477,0.243968863,0.02343489,1.12,0,0.02051623,0.29,0.01
2547,日勝生,-0.000391596,-1643232,68.50183987,0.021220593,2.19,0,0.0016939,-2.98,0.02
2548,華固,0.081940469,614890,-0.827856319,-0.077684045,6.16,0,0.032184255,-1.95,0.08
2597,潤弘,0.092791232,2183639,0.071471191,-0.000395586,6.83,0,0.028711427,1.29,0.01
2601,益航,-0.041161354,1792376,-2.231167839,-0.061944552,-6.62,0,-0.024628126,-0.18,0.01
2603,長榮,0.038862006,-13832691,-1.486374511,-0.135353833,-27.77,0,0.00773726,-1.77,0.01
2605,新興,0.020653851,2311023,4.299053013,-0.062061539,-43.83,0,0.00796325,-0.7,0.02
2606,裕民,0.031368962,5710790,1.257762009,-0.033971272,-0.11,0,0.011067628,2.36,0
2607,榮運,0.061099046,4483955,0.690273179,0.007676221,85.17,0,0.005966363,-0.01,0.02
2608,嘉里大榮,0.05190878,2459918,0.922602509,-0.035666872,1.25,0,0.013759367,0.11,0.01
2609,陽明,0.01245195,3379199,-0.308782971,-0.173730181,-19.77,0,-0.002502458,-2.58,0
2610,華航,0.030266263,55845601,5.335421597,0.017955671,0.41,3.76294E-05,0.003455352,-1.07,0
2611,志信,0.071273399,-18303,-1.061150442,0.006639822,140.45,0,0.009363803,2.12,0
2612,中航,0.00978736,1273269,4.556293038,-0.047758245,-6.55,0,0.000990411,0.58,0
2613,中櫃,0.011751073,772914,5.383867584,-0.022762018,3.99,0,0.005371122,1.08,0
2614,東森,-0.019417251,1487768,-5.361433986,0.191554059,-1.06,0,-0.02081221,-0.6,-0.01
2615,萬海,-0.01262358,-4442861,0.058251884,-0.010557805,-10.89,0,-0.005066647,1.14,0.01
2616,山隆,0.006315052,1097194,14.86228134,0.20127659,14.57,0,-0.001576942,-0.27,-0.04
2617,台航,0.056910484,2064011,0.476990133,-0.021739257,39.75,0,0.010727647,1.18,0
2618,長榮航,0.069961795,68204840,1.952571687,0.063447953,0.64,0.000204229,0.015367327,-0.4,0.01
2630,亞航,0.010363268,-208706,-4.676990839,0.329635918,40.55,0,0.005996918,0.55,0.05
2633,台灣高鐵,0.019583544,27751435,2.518908431,-0.032198506,-17.46,0,0.006783723,0.33,0
2634,漢翔,0.054156024,3872446,0.630213229,0.011373359,14.52,0,0.016159019,0.64,0.07
2636,台驊投控,0.090716733,-348063,-1.232328073,-0.474890341,0.96,0,0.010703264,-0.6,0.04
2642,宅配通,0.022073428,295418,2.078393164,-0.009858535,3.64,0,0.004452914,0.18,0
2645,長榮航太,0.079389578,2063525,0.129655015,0.068574033,74.53,0,0.013141635,-1.2,0.01
2701,萬企,0.024680815,161336,-0.316288866,-0.028346678,387.33,0,0.004878675,0.95,0
2702,華園,0.001991483,38492,1.327628953,-0.062423119,24.65,0,-0.005775896,0.59,0.01
2704,國賓,-0.0050713,2948962,-23.63887119,-0.00824677,-201.24,0,-0.006926254,-2.21,0
2705,六福,-0.006695945,479116,-5.575210084,-0.001279937,-0.35,0,0.003563474,1.82,0.01
2706,第一店,0.026308133,188401,-0.37318761,-0.019286522,799.9,0,0.005963857,13.44,-0.01
2707,晶華,0.143495184,1823229,0.195148555,-0.025778999,6.52,0,0.033787503,0.97,-0.01
2712,遠雄來,0.028481275,130699,1.553762285,-0.014868911,-5.75,0,0.000697014,-2.08,-0.02
2722,夏都,0.021314191,141474,1.171911941,0.826932276,8.84,0,-0.00726385,-3.06,-0.03
2727,王品,0.094424188,4307549,1.865181999,0.033989019,1.87,0,0.021756529,-0.3,-0.01
2731,雄獅,0.096436342,1280616,0.402019689,-0.029212802,-1.28,8.36729E-05,0.029836188,0.04,0.07
2739,寒舍,0.030944601,1449639,2.438675519,-0.026957041,12.48,0,0.012160839,1.99,0.02
2748,雲品,0.055773795,104670,-0.623348303,-0.025429125,-13.89,0,0.017331869,2.07,0.03
2753,八方雲集,0.09100614,1219831,1.168715676,0.041579222,0.95,0.001129181,0.020694788,-0.29,0
2801,彰銀,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2809,京城銀,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2812,台中銀,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2816,旺旺保,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2820,華票,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2832,台產,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2834,臺企銀,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2836,高雄銀,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2838,聯邦銀,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2845,遠東銀,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2849,安泰銀,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2850,新產,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2851,中再保,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2852,第一保,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2855,統一證,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2867,三商壽,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2880,華南金,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2881,富邦金,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2882,國泰金,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2883,開發金,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2884,玉山金,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2885,元大金,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2886,兆豐金,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2887,台新金,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2888,新光金,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2889,國票金,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2890,永豐金,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2891,中信金,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2892,第一金,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2897,王道銀行,#DIV/0!,,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0,0
2901,欣欣,0.029896947,48294,0.594966809,-0.002906475,-47.37,0,0.007454499,-0.03,0
2903,遠百,0.030918964,10723261,1.591463531,0.280892901,0.81,0,0.003773519,-1.5,0
2904,匯僑,0.037093714,241371,2.375487714,0.018628041,15.73,0,0.008436798,-1.97,-0.01
2905,三商,-0.006294256,-37934929,2.88202123,-0.013705877,302.18,0,-0.004693832,20.69,0.01
2906,高林,0.030406413,563788,0.622201442,0.027598006,-3.27,0,0.009533975,0.35,0.03
2908,特力,0.013444646,2123295,3.316087643,-0.068553086,-8.96,0,0.001068314,0.71,0
2910,統領,0.029531579,285727,0.729749855,-0.062967151,-5.93,0,0.009190952,-13.2,0.02
2911,麗嬰房,-0.131711451,16162,-1.031510033,0.103897107,-0.96,-0.280000082,-0.046719129,-0.42,0.05
2912,統一超,0.049440135,42388514,2.33150292,0.063217515,4.23,0,0.010586514,0.02,0
2913,農林,-0.010725839,-43925,-0.810230488,0.003310826,-9.32,0,-0.002566003,1.33,0
2915,潤泰全,0.059564716,-257573,-1.037255503,-0.069467374,102.19,0,-0.043048539,1.42,-0.01
2945,三商家購,0.015111665,1052059,10.838579,0.030690798,2.19,0,0.006003463,0.3,0.02
3002,歐格,0.013718567,64568,1.545554898,-0.001307969,-112.67,0,0.002526537,-0.25,-0.02
3003,健和興,0.065860742,668637,0.246935982,-0.04941928,-223.82,0,0.006601638,-0.22,-0.02
3004,豐達科,0.059688037,220400,-0.272852043,0.008074667,7.97,0.003791667,0.016320491,0.79,0.02
3005,神基,0.089150464,6013727,0.622106698,0.014179174,2.61,0.001067781,0.022559751,0.47,0
3006,晶豪科,-0.082880068,186925,-1.124625141,1.425771657,32.23,0,-0.036951433,0.03,0.04
3008,大立光,0.09135695,18198563,0.020831544,-0.852800383,11.97,0,0.02354401,2.39,0.04
3010,華立,0.043573553,3168869,0.449236661,-0.017229975,5.64,1.01687E-05,0.007804764,-0.1,0.02
3011,今皓,-0.059418605,-20394,-0.793495211,0.10743377,-43.95,0,-0.036172109,-2.48,-0.01
3013,晟銘電,0.047020225,1380049,3.499347944,-0.196886968,-11.17,0,0.011859588,0.85,0.03
3014,聯陽,0.191971227,2441434,0.548253024,-0.029918864,17.7,0,0.033422493,0.18,-0.05
3015,全漢,0.03077748,1143113,0.81861325,-0.214125608,9.75,0,0.001197769,-0.11,-0.02
3016,嘉晶,0.023846203,553668,2.408446196,-0.01026597,58.07,0,0.007009507,1.03,0
3017,奇鋐,0.083566075,10324207,0.723876547,0.000176846,5.03,0,0.021953589,0.35,0.01
3018,隆銘綠能,-0.099580141,-291363,1.413024034,-0.068766013,9.39,0.314790549,-0.00744791,3.96,-0.05
3019,亞光,0.052189744,2239852,1.049283024,-0.007686315,0.04,0,0.016634314,-0.23,0.03
3021,鴻名,0.043843093,454813,2.53475196,-0.138309818,4.38,0,0.01396971,0.28,0.04
3022,威強電,0.096002454,1504251,0.094019027,-0.007939752,4.35,0,0.011368042,0.96,-0.02
3023,信邦,0.101547079,5194310,0.672551697,-0.479129509,-0.18,0.002033011,0.021611951,-0.18,-0.02
3024,憶聲,0.022491862,869,-0.992505261,0.433958215,2.96,0,0.002853173,0.04,-0.01
3025,星通,0.154555108,14077,-0.92914345,-0.131039759,23.67,0,0.064744535,6.73,0.08
3026,禾伸堂,0.036635167,1604102,1.912387025,-0.063317773,28.01,0,0.00059255,-1.17,-0.01
3027,盛達,0.008166609,-207768,-8.010899275,-0.16765668,-30.7,0.003912349,-0.010859219,-0.67,-0.01
3028,增你強,0.021509772,3047517,5.72221683,-0.01320904,1.6,0.007145457,0.002305835,0.03,0.04
3029,零壹,0.08388167,802647,0.199206652,0.442365234,6.18,0.000615789,0.01654414,0.47,-0.08
3030,德律,0.110889547,1877833,0.90146825,-0.086420952,-95.51,0,0.024550504,0.02,0.01
3031,佰鴻,0.049334261,172206,-0.021918042,-0.082139927,15.17,0,0.020979625,0.61,0
3032,偉訓,0.097887738,1095824,0.350922806,-0.194452655,0.18,0,0.013735955,0.43,-0.01
3033,威健,0.01994755,1081224,0.402549491,-0.015441183,-0.56,0,0.005795922,0.02,0.02
3034,聯詠,0.223269161,29981009,0.285701249,-0.137132665,16.73,0,0.045027227,-0.12,-0.02
3035,智原,0.11598263,3007157,0.932294819,-0.116279132,32.32,0,0.025814329,0.48,-0.01
3036,文曄,0.014116399,41028040,9.959933559,0.922708581,3.64,0.000568901,0.002928591,-0.21,0.03
3037,欣興,0.045590296,30900026,2.137773316,0.002326354,2.11,-5.90114E-06,0.011884193,-0.65,0
3038,全台,0.098147337,667732,0.637926848,0.009854828,27.8,0,0.015203148,1.3,-0.05
3040,遠見,0.039304147,107302,0.676646145,-0.07358093,108.25,0,0.009422876,-2.42,0
3041,揚智,-0.614500624,-469162,-0.699761108,-0.280409509,-125.45,0,-0.407275867,0.24,0.08
3042,晶技,0.091044824,3053483,0.781827996,-0.062441254,-0.17,0,0.021333391,0.84,0.02
3043,科風,-0.000122427,130918,-834.8726115,-0.478424635,-8.25,0,-0.04643093,-1.26,-0.07
3044,健鼎,0.075773027,15926143,1.753081285,0.024446783,7.17,0,0.024866634,0.98,0.02
3045,台灣大,0.055908759,29057509,1.139123956,0.264380293,-4.35,0.05797518,0.001971293,-0.69,-0.07
3046,建碁,0.082352154,397126,0.734909547,-0.037315802,20.93,0,0.024345287,-0.29,0.12
3047,訊舟,-0.040682475,290594,-2.111003212,0.037066588,25.57,0.005697973,-0.022164242,-0.02,0.01
3048,益登,0.000947704,4895045,172.4109749,0.00361729,-0.53,0,0.001784555,-0.12,0.3
3049,精金,-0.075053489,-32424,-0.969199758,-0.026562498,-30.37,-0.003772448,-0.028878105,-15.94,-0.01
3050,鈺德,0.0179814,325968,2.606638637,0.011745806,3.71,0,-0.002022528,-0.14,-0.01
3051,力特,0.042213201,643714,2.682047762,-0.0420079,9.79,0,0.018544025,6.63,-0.01
3052,夆典,0.027150951,1235793,4.965173193,0.036921954,31.96,0,0.011013175,-0.73,0.06
