code,name,ROA_now,CFO,CFO-NI,NCL_chg,CR_chg,CE_chg,ROA_chg,MR_chg,ATO_chg,return,annual_return
1101,台泥,0.01,7124458,0.899301883,-0.08908918,2.69,0.026865378,-0.06,-7.8,-0.07,0.8099,3.279169209
1102,亞泥,0.01,1834874,-0.461789411,0.097829028,24.77,0,-0.05,-6.11,-0.02,-0.7052,-2.791101611
1103,嘉泥,-0.01,-135515,-0.342022849,-0.025292274,118.72,0,-0.04,5.1,0,0.9159,3.714240402
1104,環泥,0.01,136285,-0.425236699,-0.009855081,3.26,0,-0.05,0.69,0.01,0.4771,1.922100956
1108,幸福,0.01,31799,-0.41620004,-0.176683952,-43.75,0,-0.04,-2.48,-0.07,0.6762,2.732358671
1109,信大,0.03,509311,0.335845147,-0.024298056,52.1,0,-0.09,-1.16,-0.05,1.7101,7.017875508
1110,東泥,0,21129,6.194075587,0.024627076,3.22,0,0,2.31,0,-2.1068,-8.164604427
1201,味全,0,-283746,-4.153013601,0.035599147,-1.5,0,-0.03,0.01,-0.04,0.2278,0.914318302
1203,味王,0.02,486254,1.304444876,0.006887806,-6.91,0,-0.05,0.66,-0.01,2.1015,8.674709982
1210,大成,0.01,131460,-0.816800659,0.023905472,-9.28,0,-0.07,-1.19,0.06,-0.8467,-3.344028233
1213,大飲,-0.01,-12253,-0.103264052,-0.225228713,-5.67,0,0.01,1.59,0.01,2.9732,12.43378638
1215,卜蜂,0.02,-32194,-1.084706563,-0.109452384,-9.38,0,-0.06,-0.06,-0.02,0.6394,2.582234672
1216,統一,0.01,1291040,-0.824973584,-0.023730515,-0.35,0,-0.04,-0.53,0.01,0.1549,0.621041128
1217,愛之味,0,-162276,-3.609022798,-0.119258186,-5.83,0,-0.01,-1.35,-0.03,1.6624,6.817259729
1218,泰山,0.02,-70018,-1.436635528,0.000404359,15.44,0,-0.07,-3.28,0.08,2.7727,11.56065748
1219,福壽,0.03,96608,-0.574271562,0.048584734,44.97,0,-0.01,2.77,0.32,2.8982,12.10658179
1220,台榮,0.02,62733,-0.107346643,-0.054261483,-59.72,0,-0.04,3.58,0,-1.5037,-5.880488081
1225,福懋油,0.03,67701,-0.677714041,0.072436203,12.82,0,-0.03,1.68,0.29,0.7307,2.954991689
1227,佳格,0.02,-689194,-2.165937808,-0.109512636,31.69,0,-0.1,-2.42,-0.08,1.5496,6.343969773
1229,聯華,0.02,100771,-0.92356412,-0.001666841,-6.19,0,-0.04,0.82,-0.04,-3.1017,-11.84141089
