code,name,ROA_now,CFO,CFO-NI,NCL_chg,CR_chg,CE_chg,ROA_chg,MR_chg,ATO_chg,return,annual_return
1101,台泥,0.01,4898817,0.215120895,-0.044989285,-14.16,0,-0.06,-1.37,-0.11,1.6989,6.970745391
1102,亞泥,0.01,6284976,1.086121118,0.016928524,2.65,0,-0.05,-1.04,-0.05,-1.5182,-5.935898552
1103,嘉泥,0,-64965,0.396015988,0.231253146,-23.02,0,0,0.63,-0.02,0.1278,0.512180806
1104,環泥,0.01,-16455,-1.105192838,0.130280069,1.03,0,-0.04,-2.98,-0.01,0.0231,0.092432022
1108,幸福,0,-14734,-0.514530478,0.07467285,-15.21,0,0.02,1.8,-0.01,-0.4315,-1.714860567
1109,信大,0.02,227520,0.062174956,-0.438922386,30.53,0,-0.1,-3.97,-0.17,0.1709,0.685354406
1110,東泥,0,-75654,-5.8443363,0.68864386,-105.29,0,0,-0.24,0,-0.29,-1.154963749
1201,味全,-0.01,-457953,1.417927233,-0.088646291,-0.01,0,-0.01,-1.34,0.15,-6.4902,-23.5410178
1203,味王,0.02,79098,-0.554523029,-0.035572931,-14.07,0,-0.06,-1.19,-0.03,-0.3759,-1.495143177
1210,大成,0.01,1715536,2.640672815,0.254080479,-2.49,0,-0.04,0.67,-0.07,0.025,0.100037506
1213,大飲,-0.01,-74790,7.080164218,4.53E-05,-3.35,0,0.06,2.13,-0.14,0,0
1215,卜蜂,0.02,379933,0.440673596,0.152871449,0.74,0,-0.05,0.89,-0.18,-1.8256,-7.104853726
1216,統一,0.02,9217523,0.226410272,0.415695875,-10.36,0,-0.05,0.75,-0.06,2.3686,9.816362823
1217,愛之味,0,-276622,-20.27679443,0.231947199,14.89,0,0,-1.02,-0.04,-1.1699,-4.598118647
1218,泰山,0.01,341045,2.958275302,-0.092122438,8.64,0,-0.04,-0.01,-0.18,-0.3048,-1.213637136
1219,福壽,0,122886,9.422900763,-0.055967671,-7.41,0,0.01,2.13,0.02,-0.8307,-3.281625068
1220,台榮,0.01,135749,7.776118438,-0.045046593,71.38,0,-0.03,-1.16,-0.1,0.9512,3.859431956
1225,福懋油,0.01,262028,2.014657493,0.484677872,21.48,0,-0.03,1.7,-0.17,-0.4848,-1.92514366
1227,佳格,0.03,754889,-0.050207978,0.125265179,45.44,0,-0.07,0.28,0.06,2.3615,9.785899768
1229,聯華,0.01,203710,-0.591372916,0.131956926,35.09,0,-0.07,0.06,-0.04,0.2211,0.887337438
1231,聯華食,0.01,-19441,-1.195705571,0.05646324,-3.31,0,-0.07,-0.97,-0.01,1.5653,6.409749945
1232,大統益,0.05,693354,1.32463187,2.741848308,79.52,0,-0.11,2.69,-0.11,-1.2,-4.714289126
1233,天仁,0.02,69630,0.583147651,2.863072475,-9.94,0,-0.06,1.56,-0.06,1.1738,4.778517192
1234,黑松,0.01,-1087,-1.006603928,0.009405713,24.45,0,-0.02,-2.98,-0.02,-1.2363,-4.854247245
1235,興泰,-0.01,18408,-1.502827174,-0.001244942,-24.23,0,-0.02,-44.52,-0.01,-0.6969,-2.758594973
1236,宏亞,0,-20968,-3.428538337,0.370641007,73.08,0,0,-1.94,0.04,0.7544,3.051919223
1301,台塑,0.02,8534420,0.054232621,0.232611202,73.6,0,-0.08,-0.82,-0.05,1.9212,7.909110657
1303,南亞,0.01,7213141,0.45709276,-0.003520366,16.48,0,-0.08,-5.52,-0.11,1.4795,6.050635409
1304,台聚,0.01,-1084456,-3.072653812,0.041061822,2.97,0,-0.01,2.04,-0.14,-0.0396,-0.158305935
1305,華夏,0.01,273497,0.566294799,-0.055568208,-4.32,0,-0.09,-3.89,-0.19,-0.6536,-2.588879925
1307,三芳,0.01,93653,0.038592483,0.063788191,10.57,0,-0.02,-0.14,0.06,0,0
1308,亞聚,0.01,-1007514,-8.903310323,0.196989838,28.46,0,-0.01,5.89,0,1.9589,8.068858824
1309,台達化,0.02,630665,2.528037906,0.032020348,19.96,0,0,3.74,-0.34,1.8847,7.754616115
1310,台苯,0.03,74559,-0.763136326,-0.183212321,20.67,0,-0.09,2.41,-0.31,0.7863,3.182490901
1312,國喬,0.02,688568,0.133245667,0.28270163,49.82,0,-0.09,-2.58,-0.2,4.1779,17.78836542
1313,聯成,0,-620847,3.605109148,0.008138865,-5.54,-6.88E-05,-0.02,-3.97,-0.04,1.4796,6.051053428
1314,中石化,0,-1529452,-14.35859274,0.137703117,25.75,0,-0.04,-9.66,-0.09,0.0991,0.396989638
1315,達新,0,36931,22.3888537,-0.060358204,-0.82,0,-0.02,1.03,-0.06,0.9611,3.900178758
1316,上曜,-0.01,-348759,6.069343658,0.01978082,-3.43,0,-0.05,-19.61,-0.21,0.0927,0.371315916
1319,東陽,0.01,1175408,1.541933838,-0.108432958,-2.12,0,-0.04,1.5,-0.04,-1.4242,-5.576250655
1321,大洋,0,-18232,-2.260160354,0.031516745,15.33,0,0,1.45,-0.07,1.9879,8.191862672
1323,永裕,0.02,220576,2.13545324,0.112479836,-0.45,0,-0.07,-2.74,-0.15,0,0
1324,地球,0,-1085,-0.72229332,-0.104425717,10.93,0,0,-1.01,0.06,-4.982,-18.48762645
1325,恒大,0.01,42307,3.229431171,-0.000668065,462.01,0,-0.03,0.24,-0.07,-0.9601,-3.785445635
1326,台化,0.02,10461189,0.145650118,-0.039298331,26.87,0,-0.08,0.59,-0.08,1.4575,5.958701358
1339,昭輝,0.01,304881,2.376237514,-0.118076816,-5.5,0,-0.06,-0.98,-0.04,-0.992,-3.909345668
1342,八貫,0.02,114343,2.314097733,1.280507548,7.37,0,-0.1,-2.19,-0.18,0,0
1402,遠東新,0.01,9346357,1.714831838,0.028566703,0.03,0,-0.02,-1.86,0.01,-1.6184,-6.318135603
1409,新纖,0,3207744,7.454892658,0.137876453,1.05,0,-0.02,-2.12,-0.02,1.3991,5.714948165
1410,南染,0.01,38334,1.546940403,0.00041129,198.84,0,-0.06,-3.02,-0.08,0.0064,0.025602458
1413,宏洲,0.01,49626,0.541611009,-0.038136303,-1.01,0,-0.09,-1.63,-0.04,-1.217,-4.779853461
1414,東和,0,-47017,2.660334761,0.000154419,-1.09,0,-0.01,-7.55,-0.03,0.2928,1.176353959
1416,廣豐,-0.01,-57274,0.307565865,-0.001640446,-12.74,0,0.04,29.84,0,-0.0031,-0.012399423
1417,嘉裕,-0.01,-14513,-0.756848225,0.064711295,147.66,0,0.06,5.72,0.01,1.4343,5.861817488
1418,東華,-0.01,-88212,1.155718475,-0.114754229,-406.91,0,0.07,-1.66,-0.19,-2.1518,-8.333349309
1419,新紡,0,-18118,0.747660847,0.099836256,3.63,0,-0.02,-1.69,0.01,-0.415,-1.64969506
1423,利華,0,-24241,-3.371685745,-0.002029569,568.71,0,-0.03,2.11,-0.11,0.4819,1.941578475
1432,大魯閣,-0.01,116401,-3.24677656,46.33776301,-66.46,0,0.08,10.49,-0.08,-2.6228,-10.08562487
1434,福懋,0.01,94308,-0.82882564,0.090042568,0.27,0,-0.04,0.25,0.02,-1.5938,-6.224401068
1435,中福,0,2049,-1.609277431,-0.006105675,-5892.18,0,0,-0.31,-0.01,-0.2363,-0.941855013
1436,華友聯,0.01,-47372,-1.779503719,0.044717214,10.81,0,-0.04,-0.97,-0.1,1.0995,4.471067151
1437,勤益控,0.01,82716,-0.202921734,-0.007408655,-95.55,0,-0.02,6.52,0.01,0.2547,1.022698939
1438,三地開發,0,-778,-1.68006993,0,-3087.11,0,0.02,-548.24,0,0.3161,1.270407796
1439,雋揚,0,-8918,-0.008560311,1.162162162,-20.08,0,0.03,-2.1,-0.02,1.7477,7.176211956
1440,南紡,0,36488,0.358754748,0.03068719,-3.68,0,-0.03,-4.89,-0.05,2.7256,11.35628819
1441,大東,-0.03,-72656,-0.042412421,1.649142443,1.94,0,0.09,-1.23,0,0.9817,3.985003462
1442,名軒,0,-264692,50.4064867,0.125771475,8.73,0.000888974,-0.01,-13.67,-0.03,-0.3016,-1.200953212
1443,立益物流,0.01,-15848,-1.379401977,-0.023631017,0.73,0,0.07,26.98,-0.1,2.2577,9.341261727
1444,力麗,0.01,243347,0.831646056,-0.078294297,-0.28,0,-0.01,0.88,-0.01,-0.8697,-3.433679871
1445,大宇,0,56366,-15.53856074,-0.001723395,77.67,-0.043269127,0.01,1.44,0.02,1.0967,4.459494123
1446,宏和,0,-73467,4.790274275,0.00571345,-12.11,0,0,3.21,-0.03,0.982,3.986239156
1447,力鵬,0.01,-64167,-1.588682673,-0.177005912,-2.3,0,0,4.66,-0.08,1.2068,4.915287113
1449,佳和,-0.01,-62106,0.083401657,0.159065203,-14.42,0,0.04,7.88,-0.08,0.8276,3.351722511
1451,年興,0,69762,-10.71615599,-0.020541145,57.82,0,-0.03,-3.45,0,-0.7722,-3.053206257
1452,宏益,0.02,16476,-0.667775694,0.013256054,395.68,0,-0.05,2.73,-0.04,-1.0212,-4.022653929
1453,大將,-0.01,-1216,-0.827297259,0,420.89,0,0.02,59.07,-0.02,1.3287,5.421668036
1454,台富,0,-14014,-2.889188461,-0.009473472,5.38,-0.042762516,-0.01,1.67,0.02,-1.3633,-5.342694857
