code,name,ROA_now,CFO,CFO-NI,NCL_chg,CR_chg,CE_chg,ROA_chg,MR_chg,ATO_chg,return,annual_return
1101,台泥,0.03,18434241,0.507478086,0.167755815,-6.65,0,0.02,5.47,0.04,0.0506,0.202553673
1102,亞泥,0.02,10352381,0.452703146,-0.075953088,-15.18,0,0.02,7.25,0.05,-1.1034,-4.341086376
1103,嘉泥,-0.01,318812,-1.653998823,0.041553145,-1.48,0,-0.01,1.65,0,-1.0389,-4.091288562
1104,環泥,0.02,220209,-0.538482335,-0.007045553,4.99,0,0.02,1.75,0,-5.0024,-18.55760549
1108,幸福,0.03,357684,0.562880688,-0.002503448,5.19,0,0.02,1.11,0,1.1751,4.783902567
1109,信大,0.04,939003,0.985425459,-0.251756814,-76.48,0,0.03,5.43,0.17,0.2561,1.028341956
1110,東泥,0,87814,-6.321738076,0.266553719,-26.42,0,0,0.38,0,-0.3266,-1.30001387
1201,味全,0.01,93303,-0.58862018,-0.063691709,-1.48,0,0.01,0.4,0.07,-0.3213,-1.279019236
1203,味王,0.04,249933,-0.290094159,-0.029226289,-36.13,0,0.01,-0.84,-0.03,1.4647,5.988782283
1210,大成,0.03,2578948,0.588719678,-0.074539518,5.18,0,0.02,0.16,0.01,-2.1431,-8.300743447
1213,大飲,0,-6672,0.78921963,-0.010922114,-19.16,0,0.01,-1.34,0.01,-1.6608,-6.479529359
1215,卜蜂,0.03,837829,0.364193521,0.183838173,-12.47,0,0.02,2.5,0.01,-0.1278,-0.510220864
1216,統一,0.03,27033700,0.833280438,-0.046728824,-15.1,0,0.02,0.43,0,-1.817,-7.072299282
1217,愛之味,0.01,103823,0.28886213,-0.032756197,-1.69,0,0,1.38,-0.03,0.674,2.723379239
1218,泰山,0.04,-143175,-1.407460214,0.685553722,-28.06,0,0.02,1.04,0,-2.2933,-8.862443239
1219,福壽,0,317196,9.459884584,-0.028580535,-1.66,0,0.01,0.56,-0.01,-0.0238,-0.095166019
1220,台榮,0.02,380116,5.275751622,-0.012076856,-1.44,0,0.01,-1.32,0.04,0.4057,1.632702287
1225,福懋油,0.02,108037,-0.31067639,-0.149165432,-24.78,0,0.01,-0.23,0,-0.7843,-3.10048501
1227,佳格,0.06,812381,-0.489523167,0.082193524,-37.8,0,0.04,1.41,0.11,-0.3317,-1.320213093
1229,聯華,0.03,416935,-0.747130668,0.12688687,0.56,0,0.03,9.87,0.02,-2.4535,-9.458691725
1231,聯華食,0.03,342393,0.470741356,0.690271021,-14.17,0,0.01,-0.19,-0.1,0.4406,1.774081952
1232,大統益,0.08,232328,-0.563556576,0.029950524,-86.43,0,0.04,0.07,-0.08,1.6725,6.859714564
1233,天仁,0.01,82490,5.452092296,0.02207736,-36.02,0,0,-0.29,-0.06,0.4195,1.688588375
1234,黑松,0.01,339510,0.214031575,-0.002193661,-61.52,0,0.01,3.74,0.02,-0.7684,-3.038354815
1235,興泰,-0.01,-26390,0.015546833,0,33.25,0,0,20.71,0,0.015,0.060013501
1236,宏亞,-0.02,64738,-2.634674141,0.078956143,-21.24,0,-0.02,-3.84,-0.15,-2.2362,-8.649212496
1301,台塑,0,5988603,-6.935162794,0.094688417,-15.02,0,0,-0.17,0,-2.4481,-9.43864124
1303,南亞,0.01,13344421,2.58843889,-0.007762466,-34.65,0,0,0.55,-0.02,-2.8349,-10.86644918
1304,台聚,0.02,5135883,3.116475012,-0.063104794,-42.35,0,0.01,-1.13,-0.02,-2.3847,-9.202984534
1305,華夏,0.02,151544,-0.451819323,-0.008647507,-53.72,0,-0.01,-5.87,-0.2,-0.336,-1.3372414
1307,三芳,0,970435,16.43254653,0.07473792,23.08,0,0,-3.38,-0.14,-0.4421,-1.756707381
1308,亞聚,0.02,2092720,5.093230456,-0.108447671,-11.76,0,0.01,-1.52,0.01,-0.2628,-1.047063425
1309,台達化,0.06,847468,0.754323354,-0.322490051,-50.7,0,0.04,3.26,0.1,-2.6147,-10.05570422
1310,台苯,-0.03,-607279,1.421454518,-0.006847918,-45.72,0,0.01,12.17,0.03,1.6938,6.949289514
1312,國喬,0.03,246299,-0.678601395,-0.05945528,-38.05,0,0.02,6.82,0,-0.1601,-0.63886372
1313,聯成,0,1521834,-8.385715187,-0.066644446,11.74,0,0.01,10.43,0.16,-1.7244,-6.721228876
1314,中石化,0,-3311370,17.95059432,-0.000471997,-12.02,0,0,-5.09,-0.03,-0.9838,-3.87750819
1315,達新,-0.04,-5304,-0.989823172,-0.02513341,337.39,0,-0.04,-0.56,-0.05,-2.561,-9.857152477
1316,上曜,-0.02,310764,-3.716373553,-0.062373192,-2.91,0,-0.01,-21.65,0.15,3.2827,13.79163319
1319,東陽,0.01,1990886,4.934263316,0.005005514,-10.41,0,0,-7.04,-0.07,1.1958,4.869682271
1321,大洋,0.01,278125,2.290874885,-0.093722984,-20.72,0,0.01,4.08,0.01,0.7855,3.17921486
1323,永裕,0.03,240881,0.318609794,0.047855284,4.66,0,0.02,0.05,0.04,1.3649,5.572397688
1324,地球,0.01,73617,9.248781846,-0.002302275,-12.53,0,0,0.13,-0.05,1.2258,4.994094144
1325,恒大,0.25,749791,-0.018846024,-0.003220053,-130.21,0,0.18,19.1,0.49,1.4129,5.772509391
1326,台化,0,13126086,-6.216991398,-0.013573345,-19.86,0,0,3.71,-0.04,-2.5663,-9.876763438
1339,昭輝,0.02,377106,3.674095191,-0.061711801,-31.57,0,0,-2.12,-0.03,4.5662,19.55432812
1342,八貫,0.05,101580,0.147226238,-0.001576168,-11.42,0,0.02,-2.73,-0.09,-1.4389,-5.632561379
1402,遠東新,0.01,16614052,3.573654632,0.125212784,12.49,0,0.01,0.7,-0.01,-0.6883,-2.724904797
1409,新纖,0,-1928586,-4.290232106,-0.040041501,1.19,0,0,2.03,-0.01,3.6981,15.63337365
1410,南染,0.02,47011,0.601737649,-0.000127921,-49.87,0,0.01,-0.43,0.01,-0.15,-0.598651349
1413,宏洲,-0.04,10972,-1.10818699,-0.021817484,-7.86,0,-0.02,-4.65,-0.1,-0.5644,-2.238558972
1414,東和,0,40871,-20.00976744,0.007856705,2.57,0,0,5.66,-0.04,1.7885,7.34822254
1416,廣豐,0,72677,-6.446009741,-0.022025251,8.67,0,0,-11.26,0,-1.328,-5.207118666
1417,嘉裕,-0.03,21049,-1.243307287,-0.014799657,-52.76,0,-0.01,-0.64,-0.03,-0.9659,-3.80798182
1418,東華,-0.05,-111567,-0.112399061,-0.005613559,-62.77,0,-0.03,-57.88,-0.01,0.9134,3.703963489
1419,新紡,0,31052,-0.16353743,-0.010225213,3.91,0,0,1.76,-0.02,-2.585,-9.945931269
1423,利華,-0.03,-49817,-0.384717042,0.000455442,-296.15,0,-0.01,9.11,0.01,0.6195,2.501122063
1432,大魯閣,0,189198,-8.410810811,-0.022013454,17.25,0,-0.01,-1.91,-0.02,19.8881,106.5876284
1434,福懋,0.02,885352,-0.463907463,-0.002454953,-52.62,0,0.02,-0.64,-0.07,-2.0971,-8.128200029
1435,中福,-0.01,-4034,-0.33705834,-0.000247234,-260.26,0,0,-0.23,0,9.6748,44.68629789
1436,華友聯,0.01,-1535409,-27.06186984,-0.131156794,-36.16,0,0,0.43,-0.03,1.8351,7.544938809
1437,勤益控,0.01,137582,-0.127289104,-0.055331387,-439.77,0,0,-4.33,-0.01,1.252,5.102837703
1438,三地開發,0.08,-245225,-5.69770694,0,-11222.51,0,0.01,1.51,-0.24,-0.7152,-2.830255409
1439,雋揚,-0.01,-5227,-0.832306705,-0.841936958,-11390.23,0,-0.01,-0.69,-0.02,-1.3558,-5.313901892
1440,南紡,0,-501546,327.236911,0.079005912,4.02,0,0,-2.42,-0.07,1.2779,5.21041911
1441,大東,-0.08,-40701,-0.816318794,-0.05721482,-5.51,0,-0.04,-4.96,-0.11,7.5589,33.83983984
1442,名軒,0,-140724,-30.96678024,-0.091510589,-190.82,0.00702864,0,-2.19,0.05,-3.4259,-13.01533843
1443,立益物流,-0.01,25682,-1.370190991,-0.006124072,-0.45,0,-0.01,2.71,-0.01,3.1106,13.03508262
1444,力麗,-0.02,361163,-2.048341262,-0.360455769,-7.21,0,0,-0.87,-0.07,-3.3081,-12.59014961
1445,大宇,-0.02,52565,-2.574792534,-0.006052414,-178.53,-0.015082877,-0.02,-8.13,-0.15,-2.7221,-10.45182351
1446,宏和,-0.01,-27018,-0.310114138,2.708891234,485.19,0,-0.01,2.45,-0.01,0.0522,0.208963547
1447,力鵬,-0.02,265754,-1.726320134,-0.050144723,-13.04,0,-0.01,0.78,-0.09,-1.2799,-5.02214734
1449,佳和,-0.03,-248087,0.504934819,-0.012250648,50.25,0,-0.01,-0.01,0.03,1.267,5.165133477
1451,年興,-0.04,-315984,-0.042385671,-0.057129498,-8.71,0,-0.02,-5.82,-0.19,-1.2217,-4.797974099
1452,宏益,0,42857,-10.69396064,0.000873664,-984.31,0,-0.01,-6.76,-0.17,2.4004,9.952880775
1453,大將,-0.01,-30340,3.150478796,0,5314.37,0,0,14.49,0.01,0.6863,2.773589984
1454,台富,-0.01,94515,-4.85021183,-0.026291038,41.99,-0.033325937,-0.01,-4.92,-0.12,-0.1305,-0.520979074
1455,集盛,-0.03,612574,-3.132004747,-0.02322722,2.5,-0.055189637,-0.03,-7.32,-0.14,-0.3018,-1.201745993
1456,怡華,0,-472165,20.12028091,0.144439727,10.14,0,0,-1.15,0,9.4428,43.46593143
1457,宜進,-0.02,-28630,-0.885272573,-0.057858623,27.85,0,-0.01,-4.62,-0.03,0.9527,3.865604944
1459,聯發,-0.02,-40872,-0.710076255,-0.141450799,0,0,-0.01,-8.91,-0.1,0.7931,3.210340399
1460,宏遠,-0.03,-189250,-0.491393327,0.288856826,20.2,0,-0.02,-2.83,-0.09,-0.1851,-0.738346815
1463,強盛,0.02,99736,1.379936526,-0.005081422,-250.99,0,-0.01,-9.61,-0.1,-1.607,-6.274706389
1464,得力,-0.01,807168,-6.08218583,-0.069715287,-12.07,0,-0.01,-3.81,-0.1,-2.1676,-8.392542317
1465,偉全,-0.01,25768,-3.190225244,-0.036961897,-258.11,0,-0.01,1.83,-0.03,-0.3824,-1.52084856
1466,聚隆,-0.02,291828,-6.822237296,-0.05147475,-12.98,0,-0.01,-3.35,-0.26,-3.7268,-14.09436947
1467,南緯,-0.04,173540,-1.516165492,0.04969838,-17.46,0,-0.02,-0.84,-0.06,1.4685,6.004660909
1468,昶和,0.01,87273,2.073858833,-0.00964626,-16.37,0,0,-2.08,0,0.8299,3.361153147
1470,大統新創,0.01,69742,7.467945605,0.282383966,50.97,0,-0.01,-5.85,-0.19,1.1173,4.544661033
1471,首利,-0.07,-43602,-0.549612643,-0.158955997,-0.88,0,-0.03,-2.64,0.22,6.5083,28.68674368
1472,三洋實業,-0.1,-59083,-0.511884206,0.026238558,-5.49,0,-0.05,21.67,-0.01,4.1449,17.639191
1473,台南,-0.02,-170405,0.411724258,-0.053922723,-9.5,0,-0.02,-1.47,-0.29,-1.6779,-6.544560718
1474,弘裕,0.01,67555,2.326685379,-0.042453369,-4.29,0,0,0.88,-0.06,0.8104,3.281218212
1475,業旺,-0.05,-6806,-0.266594828,0.002428869,325.99,0,-0.01,10.32,-0.08,-4.2834,-16.06384833
1476,儒鴻,0.06,670023,-0.523622534,-0.037873385,-86.29,0,0.03,0.6,-0.05,0.5576,2.249124509
1477,聚陽,0.05,756801,-0.001789864,0.080571973,-43.32,0,0.02,1,-0.26,-0.015,-0.059986501
1503,士電,0.02,584330,-0.370823562,0.004236938,-6.31,0,0.01,0.27,-0.03,-2.3881,-9.215633933
1504,東元,0.02,2385781,0.15465804,0.063337751,24.26,0,0.01,0.96,0,-3.003,-11.48167057
1506,正道,-0.06,-40882,-0.701976279,-0.120251797,33.74,0.324776026,-0.03,-1.27,-0.04,-4.4578,-16.67392038
1512,瑞利,-0.04,56066,-1.711064326,-0.003003559,-0.73,0.075908228,-0.02,-2.76,-0.07,0,0
1513,中興電,0.02,-1870556,-5.241094648,0.185283309,2.04,0,0.01,2.47,0,-1.8847,-7.32833959
1514,亞力,0.03,-251708,-2.376401238,-0.015496141,-10.28,0,0.01,0.88,0,1.5674,6.418550881
1515,力山,0.03,-272043,-2.211362746,0.166487157,-17.76,0,0.02,1.05,0.12,0.0644,0.257848948
1516,川飛,0.04,-51925,-4.128954504,0,231.16,0,0.02,1.11,-0.35,-1.9817,-7.694269445
1517,利奇,0,-4586,-0.439021407,-0.033538893,-83.41,0,0,3.29,0.1,1.3826,5.646155801
1519,華城,0.01,-570443,-5.359418584,0.087159029,3.83,0,0.01,1.4,0.01,0.3813,1.533945577
1521,大億,0.02,-198379,-3.430876875,-0.041300657,-23.72,0,0.01,-2.98,-0.14,-2.9287,-11.21013753
1522,堤維西,0,568392,13.98054926,0.01538621,-1.34,0,0,-0.75,-0.07,-3.7856,-14.30404881
1524,耿鼎,0,162181,7.446047287,0.087746022,7.17,0,0,-3.15,-0.08,1.0059,4.084718234
1525,江申,0.02,-138186,-2.289926909,0.177230598,-28.85,0,0.02,1.6,0.01,0.5079,2.047130219
1526,日馳,0.06,148837,0.456573011,-0.46008195,-41.24,0,0.05,-4.78,0.04,-0.3774,-1.501075635
1527,鑽全,0.04,117302,-0.367984914,-0.022640975,-144.31,0,0.01,-1.61,-0.04,-1.805,-7.026860179
1528,恩德,-0.01,-111521,0.622973484,-0.007992621,-9,0,-0.01,-4.44,-0.04,1.0899,4.431392201
1529,樂事綠能,0.01,222377,16.45365356,0.013933424,23.17,0,0,2.38,-0.05,-2.0306,-7.878331955
1530,亞崴,0.01,21267,-0.519085523,-0.011733931,-10.88,0,0,3,0.1,-0.8374,-3.30776007
1531,高林股,-0.01,1358,-1.025889844,-0.273074948,-166.6,0,-0.01,1.99,0.01,0.3608,1.451029402
1532,勤美,0,-31718,-2.29498224,0.168505388,7.68,0,0,3.08,0,-0.1555,-0.620550688
1533,車王電,-0.01,245693,-6.973862089,0.158767024,-1.57,0,-0.01,-0.58,-0.03,-2.6684,-10.25392777
1535,中宇,0.01,162883,1.252721112,-0.012868626,4.28,0,0.01,-0.54,0.03,-0.4931,-1.957859043
